R,R,U,L,L,R,R,U,L,L,L,R,R,D,L,L
U,U,U,U,U,R,U,U,U,U,R,R,R,D,L,L
U,U,U,U,U,W,U,U,U,R,R,R,R,U,L,L
U,U,U,U,U,W,U,U,L,R,R,R,U,U,U,U
D,W,U,U,U,R,U,U,U,R,U,U,U,U,U,U
D,W,D,L,L,L,U,U,U,U,U,U,U,U,U,U
R,U,L,L,L,L,U,U,U,U,U,U,U,U,U,U
U,U,L,L,L,L,U,U,U,U,U,U,U,U,W,U
U,U,L,L,U,U,U,U,U,U,U,U,U,U,D,U
R,U,L,L,L,L,L,U,U,U,R,D,D,D,D,D
U,U,U,U,U,L,L,R,R,R,R,D,D,D,D,D
U,U,U,U,U,U,R,R,R,R,R,D,D,D,D,D
U,U,U,U,U,D,R,R,D,R,R,D,D,D,D,D
U,U,U,U,D,D,W,D,D,W,W,D,D,D,D,D
U,U,U,R,R,R,R,R,R,R,R,R,D,D,D,D
U,W,R,R,R,R,R,R,R,R,R,R,R,D,L,L
