R,R,D,W,D,W,U,U,U,W,D,L,L,R,D,W
D,D,R,D,D,W,U,U,L,L,D,W,W,W,D,D
R,R,R,R,R,R,U,U,L,L,D,L,W,W,R,D
R,R,R,U,W,U,R,R,U,L,L,L,U,W,W,D
R,R,R,U,R,R,R,R,U,W,U,L,U,L,L,W
W,U,U,U,U,W,W,U,L,L,W,U,U,L,L,D
R,R,R,U,W,W,R,U,W,U,W,R,U,L,L,L
W,U,W,U,R,R,U,U,W,U,L,L,U,U,D,L
D,W,U,U,W,R,U,W,D,U,U,R,U,R,D,D
R,R,U,U,R,R,U,U,L,L,R,D,U,W,D,L
U,U,U,D,D,W,R,U,L,L,R,D,W,D,D,L
U,W,R,D,L,L,W,U,U,W,W,R,R,R,D,W
U,W,R,R,U,W,R,U,U,R,R,R,U,W,W,U
L,W,W,U,U,D,L,R,R,D,W,R,R,R,R,R
D,W,D,U,W,D,W,W,W,D,W,D,W,R,R,R
R,R,D,R,R,U,R,R,R,R,R,R,R,R,R,R
