R,D,D,D,W,D,W,U,L,L,L,L,W,U,W,D
R,R,D,D,W,D,W,U,W,U,D,R,U,U,L,L
W,R,D,D,W,R,R,L,L,W,D,D,L,U,U,U
R,R,D,R,R,U,W,W,U,W,D,D,W,U,W,U
D,W,D,W,D,W,W,L,L,L,W,W,L,L,L,D
R,R,R,R,R,D,D,U,L,L,W,L,L,L,L,D
R,R,D,R,R,D,D,W,D,W,D,D,W,W,D,D
W,R,D,L,W,D,L,L,D,L,L,L,W,D,D,W
W,R,D,D,W,D,W,D,U,W,L,R,D,L,L,W
R,R,D,D,D,W,U,L,L,L,L,W,L,L,U,U
W,W,D,L,R,D,U,W,D,W,U,W,W,U,U,U
D,L,W,L,W,D,W,U,L,L,L,L,D,W,R,U
L,L,W,R,R,W,W,U,U,L,L,L,L,W,D,U
W,W,W,R,U,L,L,R,U,U,W,U,U,L,L,L
D,W,D,R,U,U,U,U,U,U,L,U,U,U,L,L
D,L,L,D,W,W,U,U,U,U,W,U,U,W,L,L
