R,R,R,R,R,R,R,R,L,L,L,W,W,D,W,U
R,D,W,U,W,W,U,W,W,U,W,D,D,D,L,W
W,D,R,R,R,R,D,W,R,U,L,L,L,L,L,W
R,D,D,D,U,W,D,W,U,U,U,U,W,D,L,L
R,R,D,D,W,R,R,R,W,U,D,U,L,L,D,L
W,U,R,D,W,R,R,R,U,W,D,L,U,L,D,W
D,D,W,R,R,R,R,U,U,L,L,D,D,D,W,D
D,R,R,U,U,U,R,U,L,L,L,L,L,D,D,D
W,R,U,U,U,U,W,U,L,U,L,L,R,R,D,L
D,W,U,W,W,R,R,U,L,W,U,L,W,R,R,W
R,R,R,D,W,R,R,U,W,W,U,L,W,R,U,L
W,R,R,D,W,R,R,U,L,L,L,L,L,U,W,U
R,D,R,R,U,U,W,U,U,U,L,L,L,L,W,U
R,R,R,U,R,R,U,U,U,U,U,U,L,L,R,R
U,W,W,U,D,W,U,W,U,L,U,U,W,U,U,U
R,R,R,R,W,R,U,L,W,U,U,U,W,W,U,W
