R,R,R,R,R,R,R,R,R,R,U,L,W,D,L,L
R,R,R,R,R,R,R,R,R,U,U,U,L,L,L,L
R,R,R,U,W,R,R,R,R,U,U,U,L,L,L,L
R,R,R,R,R,R,U,U,U,U,U,U,L,L,L,L
R,R,R,R,R,U,U,U,U,U,U,U,U,L,L,L
U,R,R,R,U,U,U,U,U,U,U,U,U,U,L,U
U,R,R,R,U,U,U,U,U,W,U,U,U,U,L,L
R,R,R,R,R,U,U,U,U,R,U,U,W,U,D,D
R,R,R,R,R,U,U,U,U,U,U,U,D,D,D,D
R,R,R,R,R,U,R,R,R,R,D,D,D,D,D,D
U,W,R,R,R,R,R,R,R,R,D,D,D,R,D,D
R,R,R,R,R,R,R,R,R,R,R,D,D,W,D,D
D,D,W,D,D,R,R,R,D,R,R,R,D,D,D,D
R,R,R,R,D,R,R,R,R,R,R,R,R,D,D,D
R,R,R,R,R,R,R,R,R,R,R,R,R,R,D,D
R,R,U,R,U,W,R,R,R,U,W,R,R,R,D,L
