D,D,R,D,R,R,D,L,R,D,D,D,D,R,D,D
D,D,W,D,W,W,D,L,W,D,D,D,D,D,D,D
D,D,R,R,R,D,D,W,D,D,D,D,D,D,D,D
D,D,R,R,R,D,D,D,D,D,R,D,R,R,D,L
R,D,D,D,W,D,D,D,D,L,D,D,R,D,D,L
R,R,R,R,R,D,D,D,D,W,D,D,D,D,D,W
R,R,R,R,R,R,D,D,D,L,D,R,D,D,D,D
R,R,R,R,R,R,R,D,L,L,L,R,R,D,D,D
W,R,R,R,R,R,R,U,L,L,R,R,R,R,L,L
R,R,D,D,W,U,U,U,U,L,R,U,W,U,U,W
R,R,R,D,W,U,U,U,U,W,R,R,R,U,U,D
R,R,R,D,D,D,U,D,L,D,R,R,R,U,D,D
R,R,R,D,R,D,W,D,D,L,R,R,R,R,D,D
R,R,R,R,R,R,U,L,L,L,L,R,R,R,R,R
R,R,R,U,U,W,D,L,L,L,L,R,R,R,R,U
R,R,U,U,W,R,D,L,L,L,L,R,R,R,U,U
