R,U,R,D,R,R,D,L,R,D,D,D,W,D,D,D
D,D,W,D,W,W,D,W,W,D,D,L,D,L,D,D
D,R,R,R,R,R,D,W,D,D,L,D,D,D,D,D
D,D,R,D,U,W,D,D,D,L,L,L,L,L,L,L
R,D,D,D,W,R,R,D,L,L,L,L,L,D,L,L
W,R,R,D,R,D,R,D,L,W,D,L,L,L,L,W
R,U,W,R,R,R,R,D,L,L,L,L,L,L,W,D
R,R,R,U,R,R,R,D,L,L,L,L,L,D,D,D
W,R,R,U,R,U,W,L,L,L,L,L,L,L,L,L
R,R,R,U,W,R,R,U,L,L,L,L,W,U,U,W
R,R,R,D,W,U,U,U,U,W,U,L,L,L,L,L
R,R,R,R,R,U,U,U,U,L,U,U,U,L,L,L
U,U,U,U,U,U,W,U,U,L,U,U,U,U,L,L
U,R,R,D,R,R,R,U,U,U,U,U,L,L,U,R
R,R,D,D,L,W,U,U,U,U,U,U,L,L,U,U
R,R,R,D,W,R,U,U,U,U,U,U,W,W,U,U
