D,D,D,D,L,L,L,D,D,D,D,D,R,D,L,L
D,D,L,L,L,W,W,D,D,D,D,D,D,D,L,L
U,L,L,L,L,L,W,D,R,R,D,R,R,D,W,W
U,U,L,L,L,W,R,U,L,U,W,U,W,D,W,W
U,W,U,U,L,L,L,U,U,R,R,D,W,U,L,W
W,D,W,U,U,U,L,R,D,W,D,R,D,U,R,D
W,R,R,U,L,U,D,R,D,D,D,D,R,R,R,D
R,R,R,U,U,W,D,R,D,R,R,D,W,W,R,R
R,R,U,U,W,W,R,R,R,R,R,R,R,R,U,W
U,U,U,W,D,D,D,W,W,U,U,R,U,R,U,W
U,U,W,R,R,R,D,L,L,D,R,R,R,R,W,D
W,W,R,R,W,R,D,D,D,W,D,D,U,W,R,D
R,D,W,W,U,W,D,W,D,L,D,D,R,D,W,D
W,R,R,R,U,L,L,L,D,W,D,D,W,D,R,D
U,W,U,W,D,U,D,L,W,U,W,D,W,D,W,D
W,U,W,L,L,L,L,L,L,W,R,R,R,R,R,D
