D,D,D,L,L,W,W,L,L,L,R,R,U,W,L,L
D,D,L,L,W,W,W,W,U,L,W,U,U,U,W,U
D,L,L,L,L,W,U,W,U,L,W,W,U,U,L,W
D,L,L,L,L,W,W,W,U,U,W,D,W,W,R,R
D,W,L,L,L,R,D,R,U,U,L,R,R,R,W,W
D,W,W,L,L,W,D,R,U,L,W,R,U,W,R,D
U,U,U,W,D,D,W,D,U,W,R,U,W,D,R,D
U,U,U,L,L,D,L,W,U,U,L,U,L,L,W,D
U,U,U,L,L,L,L,W,W,W,U,D,W,W,D,D
U,U,U,U,L,W,U,L,L,R,R,D,W,R,D,L
L,U,U,U,L,L,U,U,W,U,W,R,U,W,L,L
U,L,U,W,U,L,D,U,R,D,W,U,U,L,D,L
U,U,D,D,L,L,L,L,R,R,R,U,W,R,D,L
U,W,D,L,L,W,W,R,D,W,W,R,R,W,D,L
R,R,D,D,W,W,R,R,R,R,R,R,D,D,L,W
U,W,D,R,R,U,W,R,R,U,U,W,D,D,W,U
