L,L,L,L,L,R,R,R,R,U,D,L,W,D,L,L
W,U,W,U,W,R,U,U,U,R,R,W,R,D,L,W
R,U,L,W,W,W,U,U,W,U,W,U,W,D,W,D
U,W,U,W,D,R,U,U,R,U,U,W,L,L,L,L
R,R,U,L,L,L,U,U,R,U,U,W,W,W,U,L
D,U,U,U,W,U,W,R,R,R,R,D,R,R,U,L
W,U,U,U,L,D,W,U,W,U,R,R,W,R,U,L
W,U,W,R,U,D,W,D,D,D,R,D,R,D,W,D
R,D,R,D,R,R,R,D,D,D,R,D,R,R,U,L
R,R,R,D,R,R,R,D,D,D,R,D,W,U,U,U
D,U,U,W,R,R,R,R,D,L,W,D,L,D,W,U
D,L,U,R,U,U,W,W,L,W,U,D,W,D,W,W
W,U,U,W,L,W,R,R,R,R,U,U,L,L,L,L
R,U,U,W,D,W,W,U,R,R,U,U,U,L,L,L
R,U,W,R,R,R,R,R,R,U,U,U,U,U,L,L
W,U,L,W,U,U,W,U,R,R,U,U,L,W,W,U
