R,R,D,W,D,W,U,U,U,W,D,L,L,R,D,W
D,R,R,D,D,W,U,L,L,L,D,L,W,W,D,D
R,R,R,R,R,R,U,U,L,L,D,L,L,W,R,D
R,R,R,U,W,R,R,U,U,L,L,L,L,W,W,D
R,R,R,U,R,R,R,R,U,W,U,L,U,L,L,W
W,U,U,U,U,W,U,U,U,L,W,U,U,D,D,D
R,U,U,U,W,W,U,U,W,U,L,L,D,D,L,D
W,R,R,U,L,R,U,U,W,U,U,L,D,D,D,D
D,W,U,U,W,R,U,W,R,U,U,R,D,D,D,D
R,R,U,U,R,R,R,R,L,U,R,R,R,D,D,D
U,U,U,U,U,W,R,U,L,U,R,U,W,D,D,L
U,W,U,R,L,L,W,U,U,W,W,R,R,R,D,W
U,W,R,U,L,W,R,U,U,R,R,R,R,U,W,U
L,W,D,U,R,D,U,U,U,U,W,R,R,R,R,U
U,W,D,D,W,D,W,W,W,D,W,D,W,U,U,U
R,R,D,R,R,U,L,L,R,R,R,R,R,R,R,R
