L,L,L,L,W,R,R,R,R,U,U,W,W,D,W,U
W,U,W,U,W,R,R,R,R,U,U,W,L,L,L,W
L,L,D,W,W,W,U,W,W,W,W,U,W,D,W,D
D,W,D,W,W,D,L,R,D,W,U,W,L,L,L,L
D,U,L,L,L,D,W,W,R,R,W,W,W,W,W,D
L,U,W,U,W,D,W,U,U,W,U,U,L,L,D,U
W,R,R,W,U,U,W,U,W,W,U,U,W,L,L,L
W,U,W,R,U,U,W,W,L,L,W,L,L,W,W,D
D,R,R,D,U,U,W,R,U,R,R,U,R,R,L,L
R,D,R,L,L,L,L,W,R,R,U,U,W,U,W,U
D,W,W,W,D,L,L,R,R,U,W,D,U,U,W,W
D,W,R,R,D,L,W,W,U,W,U,D,W,U,W,W
W,D,W,W,D,W,R,R,U,W,U,L,L,L,L,L
L,L,L,W,U,W,W,R,U,L,W,W,U,L,L,L
W,W,W,U,W,R,R,U,U,D,R,R,R,L,L,L
W,W,U,W,R,R,W,R,R,D,R,R,W,W,W,U
