D,W,R,R,R,R,R,R,D,L,L,L,L,D,L,L
D,D,D,D,R,R,R,R,D,L,L,L,L,L,L,L
R,D,D,D,W,R,R,R,R,W,U,L,W,U,L,L
R,R,D,D,R,U,U,U,W,W,U,L,W,W,W,W
R,R,D,D,L,D,U,U,W,W,U,D,R,D,W,D
W,W,D,D,W,D,L,L,L,R,R,R,R,R,R,D
L,L,L,L,U,L,W,D,D,W,D,R,R,D,W,L
L,L,U,L,W,U,L,L,L,D,D,W,W,R,R,U
U,L,L,L,U,U,L,U,R,D,D,W,W,D,U,U
U,L,W,U,U,L,L,R,R,R,R,R,R,W,U,U
U,L,W,W,U,L,L,U,U,W,U,R,U,L,L,U
U,L,L,L,L,L,W,W,R,R,U,W,U,L,L,U
U,W,L,W,L,L,L,L,L,D,R,D,U,W,D,U
W,W,U,L,L,L,U,L,R,R,R,D,D,D,D,L
R,R,U,U,L,W,U,U,R,U,W,R,D,D,D,W
D,U,U,U,W,R,U,L,W,U,L,W,D,R,R,R
