D,R,D,D,D,D,L,D,D,D,D,L,D,L,D,D
D,R,D,D,R,D,L,D,D,D,D,L,D,W,D,D
D,W,D,D,D,W,R,D,R,D,D,W,D,D,D,D
D,D,D,D,D,D,D,D,R,D,D,D,D,D,D,L
R,D,D,L,D,D,D,D,D,W,D,D,D,D,L,L
W,L,L,L,L,L,D,D,R,D,D,D,D,L,L,L
R,U,U,L,U,W,D,D,W,D,L,L,L,L,D,D
U,U,U,U,R,R,R,R,R,D,L,L,L,W,D,D
U,U,U,R,R,R,R,R,R,U,L,L,L,L,L,L
D,U,R,D,R,R,R,R,U,U,U,U,U,L,U,L
D,W,D,D,L,U,W,U,U,W,U,U,U,U,L,L
R,U,L,L,L,L,L,W,U,L,U,U,U,U,W,U
U,U,L,U,L,L,R,R,U,U,U,U,U,U,L,U
U,U,L,U,U,L,L,W,U,U,U,U,U,U,U,U
U,U,W,R,U,L,D,R,U,U,U,U,U,U,U,L
W,U,L,U,U,R,D,L,U,U,U,U,U,R,U,U
