D,W,L,L,D,L,L,L,R,L,R,R,D,W,L,L
R,R,U,L,L,W,D,W,L,U,R,R,R,R,U,W
W,W,U,U,U,L,L,L,L,L,R,R,R,U,U,L
D,D,U,U,U,U,R,W,U,U,W,D,W,W,U,L
D,L,L,L,U,L,W,R,U,R,R,R,R,R,W,U
W,U,L,L,L,U,U,W,U,R,R,R,U,W,D,U
R,U,U,U,U,U,U,L,R,R,R,U,U,L,L,W
U,W,U,U,U,W,U,U,W,R,R,U,L,L,L,L
W,U,W,U,U,R,U,U,R,U,W,U,U,D,L,W
D,W,W,U,W,W,U,D,D,U,W,U,W,D,W,D
D,D,D,W,D,L,W,D,D,W,R,R,R,R,R,D
R,D,D,D,D,L,W,R,R,R,R,R,R,R,W,D
R,R,R,D,W,U,W,L,W,R,D,R,U,W,R,R
W,U,R,R,D,W,W,R,R,R,R,D,R,R,U,W
R,U,U,W,R,R,R,U,U,U,W,W,D,D,U,L
U,R,U,W,R,R,U,U,W,W,L,L,L,L,L,W
