L,L,L,L,L,R,R,R,R,R,L,L,W,D,L,L
W,U,W,U,W,R,U,U,R,R,U,W,R,D,L,W
L,L,L,W,W,W,U,U,W,W,W,U,W,D,W,D
D,W,D,W,D,D,U,U,D,W,U,W,L,L,L,L
D,L,L,L,L,D,L,R,R,R,U,W,W,W,U,L
L,L,L,L,W,D,W,R,R,R,R,R,L,L,L,L
W,U,R,W,L,L,W,U,W,W,R,U,W,U,L,L
W,D,W,D,U,L,W,D,R,R,R,U,L,U,W,D
R,R,D,D,L,D,L,L,R,R,R,U,L,R,U,L
R,R,R,L,L,L,L,L,R,U,U,U,W,U,U,U
D,U,W,W,U,U,U,R,D,U,W,D,L,U,W,U
D,W,R,R,U,U,W,W,D,W,U,D,W,D,W,W
W,D,W,W,U,W,R,R,R,R,U,U,L,L,L,L
R,U,L,W,U,W,W,U,R,R,U,W,U,U,L,U
W,U,W,R,U,R,R,R,R,U,U,L,U,U,U,U
W,U,L,W,U,U,W,R,R,L,L,L,U,W,W,U
