R,R,R,R,R,R,R,R,L,L,L,L,W,D,W,D
U,U,W,U,W,W,U,W,W,U,W,U,L,L,L,L
R,R,R,R,R,R,U,W,R,U,L,L,L,U,D,L
U,R,U,U,U,W,U,L,U,U,U,L,L,L,L,L
R,R,U,U,W,R,U,D,U,U,U,U,L,U,U,L
W,U,R,D,R,R,R,D,L,W,U,U,L,L,L,W
R,U,W,R,R,R,R,D,L,L,L,U,U,U,W,D
R,R,R,U,R,R,R,D,L,L,D,L,L,L,D,D
W,R,R,U,R,U,W,L,L,L,L,L,L,L,L,L
R,R,R,U,W,R,R,U,L,L,U,L,W,U,U,W
R,R,R,D,W,U,U,U,W,W,U,L,W,U,L,L
W,R,R,R,R,U,U,U,L,L,U,U,L,L,U,L
R,R,U,U,U,U,W,U,U,U,U,U,U,U,W,U
R,R,R,U,U,U,U,U,U,U,U,U,L,L,L,R
R,U,R,D,U,W,U,W,U,L,U,U,L,L,L,U
R,R,R,R,W,R,U,L,U,U,U,U,W,W,U,W
